Year,GameType,Week,Date,Day,WinnerRank,Winner,Winnerwas,PtsW,HomeAway,LoserRank,Loser,Loserwas,PtsL,Notes
2018,Regular Season,2,September 1 2018,Saturday,,Indiana,Away,38,@,,FIU,Home,28,Riccardo Silva Stadium - Miami (FL)orida
2018,Regular Season,2,September 1 2018,Saturday,,Iowa,Home,33,,,Northern Illinois,Away,7,Kinnick Stadium - Iowa City Iowa
2018,Regular Season,2,September 1 2018,Saturday,,Kansas State,Home,27,,,South Dakota,Away,24,Bill Snyder Family Stadium - Manhattan Kansas
2018,Regular Season,2,September 1 2018,Saturday,,Kentucky,Home,35,,,Central Michigan,Away,20,Kroger Field - Lexington Kentucky
2018,Regular Season,2,September 1 2018,Saturday,,Liberty,Home,52,,,Old Dominion,Away,10,Williams Stadium - Lynchburg Virginia
2018,Regular Season,2,September 1 2018,Saturday,,Louisiana,Home,49,,,Grambling State,Away,17,Cajun Field - Lafayette Louisiana
2018,Regular Season,2,September 1 2018,Saturday,,Louisiana Tech,Away,30,@,,South Alabama,Home,26,Ladd-Peebles Stadium - Mobile Alabama
2018,Regular Season,2,September 1 2018,Saturday,,Marshall,Away,35,@,,Miami (OH),Home,28,Fred Yager Stadium - Oxford Ohio
2018,Regular Season,2,September 1 2018,Saturday,,Maryland,Home,34,,23,Texas,Away,29,FedExField - Landover Maryland
2018,Regular Season,2,September 1 2018,Saturday,,Memphis,Home,66,,,Mercer,Away,14,Liberty Bowl Memorial Stadium - Memphis Tennessee
2018,Regular Season,2,September 1 2018,Saturday,,Ole Miss,Home,47,,,Texas Tech,Away,27,NRG Stadium - Houston Texas
2018,Regular Season,2,September 1 2018,Saturday,18,Mississippi State,Home,63,,,Stephen F. Austin,Away,6,Davis Wade Stadium - Starkville Mississippi
2018,Regular Season,2,September 1 2018,Saturday,,Missouri,Home,51,,,Tennessee-Martin,Away,14,Memorial Stadium/Faurot Field - Columbia Missouri
2018,Regular Season,2,September 1 2018,Saturday,,New Mexico,Home,62,,,Incarnate Word,Away,30,Dreamstyle Stadium - Albuquerque New Mexico
2018,Regular Season,2,September 1 2018,Saturday,,Nicholls State,Away,26,@,,Kansas,Home,23,Memorial Stadium - Lawrence Kansas
2018,Regular Season,2,September 1 2018,Saturday,,North Carolina State,Home,24,,,James Madison,Away,13,Carter-Finley Stadium - Raleigh North Carolina
2018,Regular Season,2,September 1 2018,Saturday,,North Texas,Home,46,,,Southern Methodist,Away,23,Apogee Stadium - Denton Texas
2018,Regular Season,2,September 1 2018,Saturday,,Northern Arizona,Away,30,@,,UTEP,Home,10,Sun Bowl - El Paso Texas
2018,Regular Season,2,September 1 2018,Saturday,12,Notre Dame,Home,24,,14,Michigan,Away,17,
2018,Regular Season,2,September 1 2018,Saturday,,Ohio,Home,38,,,Howard,Away,32,Peden Stadium - Athens Ohio
2018,Regular Season,2,September 1 2018,Saturday,5,Ohio State,Home,77,,,Oregon State,Away,31,Ohio Stadium - Columbus Ohio
2018,Regular Season,2,September 1 2018,Saturday,7,Oklahoma,Home,63,,,Florida Atlantic,Away,14,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
2018,Regular Season,2,September 1 2018,Saturday,24,Oregon,Home,58,,,Bowling Green State,Away,24,Autzen Stadium - Eugene Oregon
2018,Regular Season,2,September 1 2018,Saturday,10,Penn State,Home,45,,,Appalachian State,Away,38,Beaver Stadium - University Park Pennsylvania
2018,Regular Season,2,September 1 2018,Saturday,,Pittsburgh,Home,33,,,Albany,Away,7,Heinz Field - Pittsburgh Pennsylvania
2018,Regular Season,2,September 1 2018,Saturday,,Rutgers,Home,35,,,Texas State,Away,7,High Point Solutions Stadium - Piscataway New Jersey
2018,Regular Season,2,September 1 2018,Saturday,,South Carolina,Home,49,,,Coastal Carolina,Away,15,Williams-Brice Stadium - Columbia South Carolina
2018,Regular Season,2,September 1 2018,Saturday,,South Florida,Home,34,,,Elon,Away,14,Raymond James Stadium - Tampa Florida
2018,Regular Season,2,September 1 2018,Saturday,15,Southern California,Home,43,,,UNLV,Away,21,Los Angeles Memorial Coliseum - Los Angeles California
2018,Regular Season,2,September 1 2018,Saturday,,Southern Mississippi,Home,55,,,Jackson State,Away,7,M. M. Roberts Stadium - Hattiesburg Mississippi
2018,Regular Season,2,September 1 2018,Saturday,16,Texas Christian,Home,55,,,Southern,Away,7,Amon G. Carter Stadium - Fort Worth Texas
2018,Regular Season,2,September 1 2018,Saturday,,Toledo,Home,66,,,Virginia Military Institute,Away,3,Glass Bowl - Toledo Ohio
2018,Regular Season,2,September 1 2018,Saturday,,Tulsa,Home,38,,,Central Arkansas,Away,27,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
2018,Regular Season,2,September 1 2018,Saturday,,Vanderbilt,Home,35,,,Middle Tennessee State,Away,7,Vanderbilt Stadium - Nashville Tennessee
2018,Regular Season,2,September 1 2018,Saturday,,Villanova,Away,19,@,,Temple,Home,17,Lincoln Financial Field - Philadelphia Pennsylvania
2018,Regular Season,2,September 1 2018,Saturday,,Virginia,Home,42,,,Richmond,Away,13,Scott Stadium - Charlottesville Virginia
2018,Regular Season,2,September 1 2018,Saturday,,Washington State,Away,41,@,,Wyoming,Home,19,Jonah Field War Memorial Stadium - Laramie Wyoming
2018,Regular Season,2,September 1 2018,Saturday,17,West Virginia,Home,40,,,Tennessee,Away,14,Bank of America Stadium - Charlotte North Carolina
2018,Regular Season,2,September 2 2018,Sunday,25,LSU,Home,33,,8,Miami (FL),Away,17,
2018,Regular Season,2,September 2 2018,Sunday,,North Carolina A&T,Away,28,@,,East Carolina,Home,23,Dowdy-Ficklen Stadium - Greenville North Carolina
2018,Regular Season,2,September 3 2018,Monday,20,Virginia Tech,Away,24,@,19,Florida State,Home,3,
2018,Regular Season,3,September 7 2018,Friday,16,Texas Christian,Away,42,@,,Southern Methodist,Home,12,Gerald J. Ford Stadium - Dallas Texas
2018,Regular Season,3,September 8 2018,Saturday,,Akron,Home,41,,,Morgan State,Away,7,InfoCision Stadium - Akron Ohio
2018,Regular Season,3,September 8 2018,Saturday,1,Alabama,Home,57,,,Arkansas State,Away,7,Bryant-Denny Stadium - Tuscaloosa Alabama
2018,Regular Season,3,September 8 2018,Saturday,,Appalachian State,Away,45,@,,Charlotte,Home,9,Jerry Richardson Stadium - Charlotte North Carolina
2018,Regular Season,3,September 8 2018,Saturday,,Arizona State,Home,16,,15,Michigan State,Away,13,Sun Devil Stadium - Tempe Arizona
2018,Regular Season,3,September 8 2018,Saturday,,Army,Home,38,,,Liberty,Away,14,Michie Stadium - West Point New York
2018,Regular Season,3,September 8 2018,Saturday,7,Auburn,Home,63,,,Alabama State,Away,9,Jordan-Hare Stadium - Auburn Alabama
2018,Regular Season,3,September 8 2018,Saturday,,Baylor,Away,37,@,,UTSA,Home,20,Alamodome - San Antonio Texas
2018,Regular Season,3,September 8 2018,Saturday,20,Boise State,Home,62,,,UConn,Away,7,Albertsons Stadium - Boise Idaho
2018,Regular Season,3,September 8 2018,Saturday,,Boston College,Home,62,,,Holy Cross,Away,14,Alumni Stadium - Chestnut Hill UMass
2018,Regular Season,3,September 8 2018,Saturday,,Buffalo,Away,36,@,,Temple,Home,29,Lincoln Financial Field - Philadelphia Pennsylvania
2018,Regular Season,3,September 8 2018,Saturday,,California,Away,21,@,,Brigham Young,Home,18,LaVell Edwards Stadium - Provo Utah
2018,Regular Season,3,September 8 2018,Saturday,19,UCF,Home,38,,,South Carolina State,Away,0,Spectrum Stadium - Orlando Florida
2018,Regular Season,3,September 8 2018,Saturday,,Cincinnati,Away,21,@,,Miami (OH),Home,0,Fred Yager Stadium - Oxford Ohio
2018,Regular Season,3,September 8 2018,Saturday,2,Clemson,Away,28,@,,Texas A&M,Home,26,Kyle Field - College Station Texas
2018,Regular Season,3,September 8 2018,Saturday,,Coastal Carolina,Home,47,,,Alabama-Birmingham,Away,24,Brooks Stadium - Conway South Carolina
2018,Regular Season,3,September 8 2018,Saturday,,Colorado,Away,33,@,,Nebraska,Home,28,Memorial Stadium - Lincoln Nebraska
2018,Regular Season,3,September 8 2018,Saturday,,Colorado State,Home,34,,,Arkansas,Away,27,Sonny Lubick Field at Canvas Stadium - Fort Collins Colorado
2018,Regular Season,3,September 8 2018,Saturday,,Duke,Away,21,@,,Northwestern,Home,7,Ryan Field - Evanston Illinois
2018,Regular Season,3,September 8 2018,Saturday,,East Carolina,Home,41,,,North Carolina,Away,19,Dowdy-Ficklen Stadium - Greenville North Carolina
2018,Regular Season,3,September 8 2018,Saturday,,Eastern Michigan,Away,20,@,,Purdue,Home,19,Ross-Ade Stadium - West Lafayette Indiana
2018,Regular Season,3,September 8 2018,Saturday,,Florida Atlantic,Home,33,,,Air Force,Away,27,FAU Football Stadium - Boca Raton Florida
2018,Regular Season,3,September 8 2018,Saturday,,FIU,Away,28,@,,Old Dominion,Home,20,Foreman Field at S.B. Ballard Stadium - Norfolk Virginia
2018,Regular Season,3,September 8 2018,Saturday,,Florida State,Home,36,,,Samford,Away,26,Doak Campbell Stadium - Tallahassee Florida
2018,Regular Season,3,September 8 2018,Saturday,3,Georgia,Away,41,@,24,South Carolina,Home,17,
2018,Regular Season,3,September 8 2018,Saturday,,Georgia Southern,Home,34,,,UMass,Away,13,Allen E. Paulson Stadium - Statesboro Georgia
2018,Regular Season,3,September 8 2018,Saturday,,Hawaii,Home,43,,,Rice,Away,29,Aloha Stadium - Honolulu Hawaii
2018,Regular Season,3,September 8 2018,Saturday,,Houston,Home,45,,,Arizona,Away,18,TDECU Stadium - Houston Texas
2018,Regular Season,3,September 8 2018,Saturday,,Illinois,Home,34,,,Western Illinois,Away,14,Memorial Stadium - Champaign Illinois
2018,Regular Season,3,September 8 2018,Saturday,,Indiana,Home,20,,,Virginia,Away,16,"Memorial Stadium ""The Rock"" - Bloomington Indiana"
2018,Regular Season,3,September 8 2018,Saturday,,Iowa,Home,13,,,Iowa State,Away,3,Kinnick Stadium - Iowa City Iowa
2018,Regular Season,3,September 8 2018,Saturday,,Kansas,Away,31,@,,Central Michigan,Home,7,Kelly/Shorts Stadium - Mount Pleasant Michigan
2018,Regular Season,3,September 8 2018,Saturday,,Kent State,Home,54,,,Howard,Away,14,Dix Stadium - Kent Ohio
2018,Regular Season,3,September 8 2018,Saturday,,Kentucky,Away,27,@,25,Florida,Home,16,Ben Hill Griffin Stadium - Gainesville Florida
2018,Regular Season,3,September 8 2018,Saturday,11,LSU,Home,31,,,Southeastern Louisiana,Away,0,Tiger Stadium - Baton Rouge Louisiana
2018,Regular Season,3,September 8 2018,Saturday,,Louisiana Tech,Home,54,,,Southern,Away,17,Joe Aillet Stadium - Ruston Louisiana
2018,Regular Season,3,September 8 2018,Saturday,,Louisiana-Monroe,Away,21,@,,Southern Mississippi,Home,20,M. M. Roberts Stadium - Hattiesburg Mississippi
2018,Regular Season,3,September 8 2018,Saturday,,Louisville,Home,31,,,Indiana State,Away,7,Cardinal Stadium - Louisville Kentucky
2018,Regular Season,3,September 8 2018,Saturday,,Maine,Away,31,@,,Western Kentucky,Home,28,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
2018,Regular Season,3,September 8 2018,Saturday,,Marshall,Home,32,,,Eastern Kentucky,Away,16,Joan C. Edwards Stadium - Huntington West Virginia
2018,Regular Season,3,September 8 2018,Saturday,,Maryland,Away,45,@,,Bowling Green State,Home,14,Doyt Perry Stadium - Bowling Green Ohio
2018,Regular Season,3,September 8 2018,Saturday,22,Miami (FL),Home,77,,,Savannah State,Away,0,Hard Rock Stadium - Miami Gardens Florida
2018,Regular Season,3,September 8 2018,Saturday,21,Michigan,Home,49,,,Western Michigan,Away,3,Michigan Stadium - Ann Arbor Michigan
2018,Regular Season,3,September 8 2018,Saturday,,Middle Tennessee State,Home,61,,,Tennessee-Martin,Away,37,"Johnny ""Red"" Floyd Stadium - Murfreesboro Tennessee"
2018,Regular Season,3,September 8 2018,Saturday,,Minnesota,Home,21,,,Fresno State,Away,14,TCF Bank Stadium - Minneapolis Minnesota
2018,Regular Season,3,September 8 2018,Saturday,,Ole Miss,Home,76,,,Southern Illinois,Away,41,Vaught-Hemingway Stadium - Oxford Mississippi
2018,Regular Season,3,September 8 2018,Saturday,18,Mississippi State,Away,31,@,,Kansas State,Home,10,Bill Snyder Family Stadium - Manhattan Kansas
2018,Regular Season,3,September 8 2018,Saturday,,Missouri,Home,40,,,Wyoming,Away,13,Memorial Stadium/Faurot Field - Columbia Missouri
2018,Regular Season,3,September 8 2018,Saturday,,Navy,Home,22,,,Memphis,Away,21,Navy-Marine Corps Memorial Stadium - Annapolis Maryland
2018,Regular Season,3,September 8 2018,Saturday,,UNLV,Home,52,,,UTEP,Away,24,Sam Boyd Stadium - Las Vegas Nevada
2018,Regular Season,3,September 8 2018,Saturday,,North Carolina State,Home,41,,,Georgia State,Away,7,Carter-Finley Stadium - Raleigh North Carolina
2018,Regular Season,3,September 8 2018,Saturday,,North Texas,Home,58,,,Incarnate Word,Away,16,Apogee Stadium - Denton Texas
2018,Regular Season,3,September 8 2018,Saturday,8,Notre Dame,Home,24,,,Ball State,Away,16,Notre Dame Stadium - South Bend Indiana
2018,Regular Season,3,September 8 2018,Saturday,4,Ohio State,Home,52,,,Rutgers,Away,3,Ohio Stadium - Columbus Ohio
2018,Regular Season,3,September 8 2018,Saturday,6,Oklahoma,Home,49,,,UCLA,Away,21,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
2018,Regular Season,3,September 8 2018,Saturday,,Oklahoma State,Home,55,,,South Alabama,Away,13,Boone Pickens Stadium - Stillwater Oklahoma
2018,Regular Season,3,September 8 2018,Saturday,23,Oregon,Home,62,,,Portland State,Away,14,Autzen Stadium - Eugene Oregon
2018,Regular Season,3,September 8 2018,Saturday,,Oregon State,Home,48,,,Southern Utah,Away,25,Reser Stadium - Corvallis Oregon
2018,Regular Season,3,September 8 2018,Saturday,13,Penn State,Away,51,@,,Pittsburgh,Home,6,Heinz Field - Pittsburgh Pennsylvania
2018,Regular Season,3,September 8 2018,Saturday,,San Diego State,Home,28,,,Sacramento State,Away,14,SDCCU Stadium - San Diego California
2018,Regular Season,3,September 8 2018,Saturday,,South Florida,Home,49,,,Georgia Tech,Away,38,Raymond James Stadium - Tampa Florida
2018,Regular Season,3,September 8 2018,Saturday,10,Stanford,Home,17,,17,Southern California,Away,3,
2018,Regular Season,3,September 8 2018,Saturday,,Syracuse,Home,62,,,Wagner,Away,10,Carrier Dome - Syracuse New York
2018,Regular Season,3,September 8 2018,Saturday,,Tennessee,Home,59,,,East Tennessee State,Away,3,Neyland Stadium - Knoxville Tennessee
2018,Regular Season,3,September 8 2018,Saturday,,Texas,Home,28,,,Tulsa,Away,21,Darrell K Royal-Texas Memorial Stadium - Austin Texas
2018,Regular Season,3,September 8 2018,Saturday,,Texas State,Home,36,,,Texas Southern,Away,20,Bobcat Stadium - San Marcos Texas
2018,Regular Season,3,September 8 2018,Saturday,,Texas Tech,Home,77,,,Lamar,Away,0,Jones AT&T Stadium - Lubbock Texas
2018,Regular Season,3,September 8 2018,Saturday,,Troy,Home,59,,,Florida A&M,Away,7,Veterans Memorial Stadium - Troy Alabama
2018,Regular Season,3,September 8 2018,Saturday,,Tulane,Home,42,,,Nicholls State,Away,17,Yulman Stadium - New Orleans Louisiana
2018,Regular Season,3,September 8 2018,Saturday,,Utah,Away,17,@,,Northern Illinois,Home,6,Huskie Stadium - DeKalb Illinois
2018,Regular Season,3,September 8 2018,Saturday,,Utah State,Home,60,,,New Mexico State,Away,13,Merlin Olsen Field at Maverik Stadium - Logan Utah
2018,Regular Season,3,September 8 2018,Saturday,,Vanderbilt,Home,41,,,Nevada,Away,10,Vanderbilt Stadium - Nashville Tennessee
2018,Regular Season,3,September 8 2018,Saturday,12,Virginia Tech,Home,62,,,William & Mary,Away,17,Lane Stadium - Blacksburg Virginia
2018,Regular Season,3,September 8 2018,Saturday,,Wake Forest,Home,51,,,Towson,Away,20,BB&T Field - Winston-Salem North Carolina
2018,Regular Season,3,September 8 2018,Saturday,9,Washington,Home,45,,,North Dakota,Away,3,Husky Stadium - Seattle Washington
2018,Regular Season,3,September 8 2018,Saturday,,Washington State,Home,31,,,San Jose State,Away,0,Martin Stadium - Pullman Washington
2018,Regular Season,3,September 8 2018,Saturday,14,West Virginia,Home,52,,,Youngstown State,Away,17,Mountaineer Field at Milan Puskar Stadium - Morgantown West Virginia
2018,Regular Season,3,September 8 2018,Saturday,5,Wisconsin,Home,45,,,New Mexico,Away,14,Camp Randall Stadium - Madison Wisconsin
2018,Regular Season,4,September 12 2018,Wednesday,,Coastal Carolina,Away,58,@,,Campbell,Home,21,Barker-Lane Stadium - Buies Creek North Carolina
2018,Regular Season,4,September 13 2018,Thursday,,Boston College,Away,41,@,,Wake Forest,Home,34,BB&T Field - Winston-Salem North Carolina
2018,Regular Season,4,September 13 2018,Thursday,,Charlotte,Home,28,,,Old Dominion,Away,25,Jerry Richardson Stadium - Charlotte North Carolina
2018,Regular Season,4,September 13 2018,Thursday,,Utah State,Home,73,,,Tennessee Tech,Away,12,Merlin Olsen Field at Maverik Stadium - Logan Utah
2018,Regular Season,4,September 14 2018,Friday,,Memphis,Home,59,,,Georgia State,Away,22,Liberty Bowl Memorial Stadium - Memphis Tennessee
2018,Regular Season,4,September 15 2018,Saturday,,Akron,Away,39,@,,Northwestern,Home,34,Ryan Field - Evanston Illinois
2018,Regular Season,4,September 15 2018,Saturday,1,Alabama,Away,62,@,,Ole Miss,Home,7,Vaught-Hemingway Stadium - Oxford Mississippi
2018,Regular Season,4,September 15 2018,Saturday,,Alabama-Birmingham,Home,31,,,Tulane,Away,24,Legion Field - Birmingham Alabama
2018,Regular Season,4,September 15 2018,Saturday,,Arizona,Home,62,,,Southern Utah,Away,31,Arizona Stadium - Tucson Arizona
2018,Regular Season,4,September 15 2018,Saturday,,Arkansas State,Away,29,@,,Tulsa,Home,20,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
2018,Regular Season,4,September 15 2018,Saturday,,Army,Home,28,,,Hawaii,Away,21,Michie Stadium - West Point New York
2018,Regular Season,4,September 15 2018,Saturday,,Bowling Green State,Home,42,,,Eastern Kentucky,Away,35,Doyt Perry Stadium - Bowling Green Ohio
2018,Regular Season,4,September 15 2018,Saturday,,Brigham Young,Away,24,@,6,Wisconsin,Home,21,Camp Randall Stadium - Madison Wisconsin
2018,Regular Season,4,September 15 2018,Saturday,,Buffalo,Home,35,,,Eastern Michigan,Away,28,UB Stadium - Buffalo New York
2018,Regular Season,4,September 15 2018,Saturday,,California,Home,45,,,Idaho State,Away,23,California Memorial Stadium - Berkeley California
2018,Regular Season,4,September 15 2018,Saturday,,Cincinnati,Home,63,,,Alabama A&M,Away,7,Nippert Stadium - Cincinnati Ohio
2018,Regular Season,4,September 15 2018,Saturday,2,Clemson,Home,38,,,Georgia Southern,Away,7,Clemson Memorial Stadium - Clemson South Carolina
2018,Regular Season,4,September 15 2018,Saturday,,Colorado,Home,45,,,New Hampshire,Away,14,Folsom Field - Boulder Colorado
2018,Regular Season,4,September 15 2018,Saturday,,UConn,Home,56,,,Rhode Island,Away,49,Pratt & Whitney Stadium at Rentschler Field - East Hartford UConn
2018,Regular Season,4,September 15 2018,Saturday,,Duke,Away,40,@,,Baylor,Home,27,McLane Stadium - Waco Texas
2018,Regular Season,4,September 15 2018,Saturday,,Florida,Home,48,,,Colorado State,Away,10,Ben Hill Griffin Stadium - Gainesville Florida
2018,Regular Season,4,September 15 2018,Saturday,,Florida Atlantic,Home,49,,,Bethune-Cookman,Away,28,FAU Football Stadium - Boca Raton Florida
2018,Regular Season,4,September 15 2018,Saturday,,FIU,Home,63,,,UMass,Away,24,Riccardo Silva Stadium - Miami (FL)orida
2018,Regular Season,4,September 15 2018,Saturday,,Fresno State,Away,38,@,,UCLA,Home,14,Rose Bowl - Pasadena California
2018,Regular Season,4,September 15 2018,Saturday,3,Georgia,Home,49,,,Middle Tennessee State,Away,7,Sanford Stadium - Athens Georgia
2018,Regular Season,4,September 15 2018,Saturday,,Indiana,Home,38,,,Ball State,Away,10,"Memorial Stadium ""The Rock"" - Bloomington Indiana"
2018,Regular Season,4,September 15 2018,Saturday,,Iowa,Home,38,,,Northern Iowa,Away,14,Kinnick Stadium - Iowa City Iowa
2018,Regular Season,4,September 15 2018,Saturday,,Kansas,Home,55,,,Rutgers,Away,14,Memorial Stadium - Lawrence Kansas
2018,Regular Season,4,September 15 2018,Saturday,,Kansas State,Home,41,,,UTSA,Away,17,Bill Snyder Family Stadium - Manhattan Kansas
2018,Regular Season,4,September 15 2018,Saturday,,Kentucky,Home,48,,,Murray State,Away,10,Kroger Field - Lexington Kentucky
2018,Regular Season,4,September 15 2018,Saturday,12,LSU,Away,22,@,7,Auburn,Home,21,
2018,Regular Season,4,September 15 2018,Saturday,,Louisville,Home,20,,,Western Kentucky,Away,17,Cardinal Stadium - Louisville Kentucky
2018,Regular Season,4,September 15 2018,Saturday,21,Miami (FL),Away,49,@,,Toledo,Home,24,Glass Bowl - Toledo Ohio
2018,Regular Season,4,September 15 2018,Saturday,19,Michigan,Home,45,,,Southern Methodist,Away,20,Michigan Stadium - Ann Arbor Michigan
2018,Regular Season,4,September 15 2018,Saturday,,Minnesota,Home,26,,,Miami (OH),Away,3,TCF Bank Stadium - Minneapolis Minnesota
2018,Regular Season,4,September 15 2018,Saturday,16,Mississippi State,Home,56,,,Louisiana,Away,10,Davis Wade Stadium - Starkville Mississippi
2018,Regular Season,4,September 15 2018,Saturday,,Missouri,Away,40,@,,Purdue,Home,37,Ross-Ade Stadium - West Lafayette Indiana
2018,Regular Season,4,September 15 2018,Saturday,,Navy,Home,51,,,Lehigh,Away,21,Navy-Marine Corps Memorial Stadium - Annapolis Maryland
2018,Regular Season,4,September 15 2018,Saturday,,Nevada,Home,37,,,Oregon State,Away,35,MacKay Stadium - Reno Nevada
2018,Regular Season,4,September 15 2018,Saturday,,UNLV,Home,46,,,Prairie View A&M,Away,17,Sam Boyd Stadium - Las Vegas Nevada
2018,Regular Season,4,September 15 2018,Saturday,,New Mexico,Away,42,@,,New Mexico State,Home,25,Aggie Memorial Stadium - Las Cruces New Mexico
2018,Regular Season,4,September 15 2018,Saturday,,North Texas,Away,44,@,,Arkansas,Home,17,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
2018,Regular Season,4,September 15 2018,Saturday,,Northern Illinois,Home,24,,,Central Michigan,Away,16,Huskie Stadium - DeKalb Illinois
2018,Regular Season,4,September 15 2018,Saturday,8,Notre Dame,Home,22,,,Vanderbilt,Away,17,Notre Dame Stadium - South Bend Indiana
2018,Regular Season,4,September 15 2018,Saturday,4,Ohio State,Home,40,,15,Texas Christian,Away,28,
2018,Regular Season,4,September 15 2018,Saturday,5,Oklahoma,Away,37,@,,Iowa State,Home,27,Jack Trice Stadium - Ames Iowa
2018,Regular Season,4,September 15 2018,Saturday,24,Oklahoma State,Home,44,,17,Boise State,Away,21,
2018,Regular Season,4,September 15 2018,Saturday,20,Oregon,Home,35,,,San Jose State,Away,22,Autzen Stadium - Eugene Oregon
2018,Regular Season,4,September 15 2018,Saturday,10,Penn State,Home,63,,,Kent State,Away,10,Beaver Stadium - University Park Pennsylvania
2018,Regular Season,4,September 15 2018,Saturday,,Pittsburgh,Home,24,,,Georgia Tech,Away,19,Heinz Field - Pittsburgh Pennsylvania
2018,Regular Season,4,September 15 2018,Saturday,,San Diego State,Home,28,,23,Arizona State,Away,21,SDCCU Stadium - San Diego California
2018,Regular Season,4,September 15 2018,Saturday,,South Alabama,Home,41,,,Texas State,Away,31,Ladd-Peebles Stadium - Mobile Alabama
2018,Regular Season,4,September 15 2018,Saturday,,South Florida,Home,25,,,Illinois,Away,19,Soldier Field - Chicago Illinois
2018,Regular Season,4,September 15 2018,Saturday,9,Stanford,Home,30,,,California-Davis,Away,10,Stanford Stadium - Stanford California
2018,Regular Season,4,September 15 2018,Saturday,,Syracuse,Home,30,,,Florida State,Away,7,Carrier Dome - Syracuse New York
2018,Regular Season,4,September 15 2018,Saturday,,Temple,Away,35,@,,Maryland,Home,14,Capital One Field at Maryland Stadium - College Park Maryland
2018,Regular Season,4,September 15 2018,Saturday,,Tennessee,Home,24,,,UTEP,Away,0,Neyland Stadium - Knoxville Tennessee
2018,Regular Season,4,September 15 2018,Saturday,,Texas,Home,37,,22,Southern California,Away,14,Darrell K Royal-Texas Memorial Stadium - Austin Texas
2018,Regular Season,4,September 15 2018,Saturday,,Texas A&M,Home,48,,,Louisiana-Monroe,Away,10,Kyle Field - College Station Texas
2018,Regular Season,4,September 15 2018,Saturday,,Texas Tech,Home,63,,,Houston,Away,49,Jones AT&T Stadium - Lubbock Texas
2018,Regular Season,4,September 15 2018,Saturday,,Troy,Away,24,@,,Nebraska,Home,19,Memorial Stadium - Lincoln Nebraska
2018,Regular Season,4,September 15 2018,Saturday,,Virginia,Home,45,,,Ohio,Away,31,Vanderbilt Stadium - Nashville Tennessee
2018,Regular Season,4,September 15 2018,Saturday,10,Washington,Away,21,@,,Utah,Home,7,Rice-Eccles Stadium - Salt Lake City Utah
2018,Regular Season,4,September 15 2018,Saturday,,Washington State,Home,59,,,Eastern Washington,Away,24,Martin Stadium - Pullman Washington
2018,Regular Season,4,September 15 2018,Saturday,,Western Michigan,Home,68,,,Delaware State,Away,0,Waldo Stadium - Kalamazoo Michigan
2018,Regular Season,4,September 15 2018,Saturday,,Wyoming,Home,17,,,Wofford,Away,14,Jonah Field War Memorial Stadium - Laramie Wyoming
2018,Regular Season,5,September 20 2018,Thursday,,Temple,Home,31,,,Tulsa,Away,17,Lincoln Financial Field - Philadelphia Pennsylvania
2018,Regular Season,5,September 21 2018,Friday,16,UCF,Home,56,,,Florida Atlantic,Away,36,Spectrum Stadium - Orlando Florida
2018,Regular Season,5,September 21 2018,Friday,10,Penn State,Away,63,@,,Illinois,Home,24,Memorial Stadium - Champaign Illinois
2018,Regular Season,5,September 21 2018,Friday,,Southern California,Home,39,,,Washington State,Away,36,Los Angeles Memorial Coliseum - Los Angeles California
2018,Regular Season,5,September 22 2018,Saturday,1,Alabama,Home,45,,22,Texas A&M,Away,23,
2018,Regular Season,5,September 22 2018,Saturday,,Appalachian State,Home,72,,,Gardner-Webb,Away,7,Kidd Brewer Stadium - Boone North Carolina
2018,Regular Season,5,September 22 2018,Saturday,,Arizona,Away,35,@,,Oregon State,Home,14,Reser Stadium - Corvallis Oregon
2018,Regular Season,5,September 22 2018,Saturday,,Arkansas State,Home,27,,,UNLV,Away,20,Centennial Bank Stadium - Jonesboro Arkansas
2018,Regular Season,5,September 22 2018,Saturday,9,Auburn,Home,34,,,Arkansas,Away,3,Jordan-Hare Stadium - Auburn Alabama
2018,Regular Season,5,September 22 2018,Saturday,,Baylor,Home,26,,,Kansas,Away,7,McLane Stadium - Waco Texas
2018,Regular Season,5,September 22 2018,Saturday,25,Brigham Young,Home,30,,,McNeese State,Away,3,LaVell Edwards Stadium - Provo Utah
2018,Regular Season,5,September 22 2018,Saturday,,Buffalo,Away,42,@,,Rutgers,Home,13,High Point Solutions Stadium - Piscataway New Jersey
2018,Regular Season,5,September 22 2018,Saturday,,Central Michigan,Home,17,,,Maine,Away,5,Kelly/Shorts Stadium - Mount Pleasant Michigan
2018,Regular Season,5,September 22 2018,Saturday,,Cincinnati,Home,34,,,Ohio,Away,30,Nippert Stadium - Cincinnati Ohio
2018,Regular Season,5,September 22 2018,Saturday,3,Clemson,Away,49,@,,Georgia Tech,Home,21,Bobby Dodd Stadium - Atlanta Georgia
2018,Regular Season,5,September 22 2018,Saturday,,Coastal Carolina,Away,30,@,,Louisiana,Home,28,Cajun Field - Lafayette Louisiana
